id,log_price,property_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,number_of_reviews,review_scores_rating,bedrooms,beds
21175023,2.995732274,Apartment,3,1,Real Bed,strict,FALSE,Chicago,t,t,96,94,1,1
12176844,3.80666249,House,2,1,Real Bed,moderate,FALSE,LA,t,t,12,100,1,1
4657892,4.49980967,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,t,0,,1,1
19528290,4.17438727,House,4,1,Real Bed,strict,TRUE,NYC,t,t,65,77,2,4
9304676,3.688879454,House,1,1,Real Bed,moderate,TRUE,Chicago,t,f,8,93,1,1
14553791,6.109247583,Apartment,6,1,Real Bed,strict,TRUE,NYC,t,t,60,96,2,3
20762151,5.010635294,Apartment,6,1,Real Bed,flexible,TRUE,NYC,t,t,30,90,3,3
3679353,5.517452896,Apartment,6,2,Real Bed,strict,TRUE,LA,t,f,2,80,2,3
20037096,5.272999559,Apartment,3,1,Real Bed,strict,TRUE,SF,t,t,25,95,1,1
4251439,4.356708827,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,80,97,1,1
19951769,3.80666249,Apartment,4,1,Real Bed,flexible,FALSE,LA,t,t,0,,1,3
6033311,5.991464547,House,7,2,Real Bed,strict,TRUE,LA,t,t,34,96,3,3
15221390,4.905274778,Apartment,6,1,Real Bed,flexible,TRUE,LA,t,t,0,,2,3
6277795,5.438079309,Apartment,3,1.5,Real Bed,flexible,TRUE,NYC,t,f,0,,1,1
17749444,4.007333185,Apartment,1,1,Real Bed,strict,FALSE,NYC,t,t,18,98,1,1
9925289,3.526360525,Apartment,1,1,Real Bed,flexible,FALSE,NYC,t,f,0,,1,1
21081875,3.583518938,Apartment,1,1,Real Bed,flexible,FALSE,NYC,t,f,0,,1,1
7494057,4.442651256,Apartment,2,1,Real Bed,moderate,FALSE,NYC,t,t,13,95,1,1
14006712,5.424950017,Apartment,4,1,Real Bed,strict,TRUE,NYC,t,f,4,95,1,1
9775237,5.192956851,Apartment,4,1,Real Bed,strict,TRUE,LA,t,t,8,85,1,2
21078867,4.248495242,House,2,1,Real Bed,moderate,TRUE,LA,t,t,2,100,1,1
7899085,5.521460918,House,4,1,Real Bed,strict,TRUE,SF,t,f,9,100,2,2
18042855,6.214608098,Apartment,6,1,Real Bed,flexible,TRUE,DC,t,t,0,,2,2
16426559,4.442651256,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,3,93,1,1
18577648,5.043425117,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,76,86,0,1
21109140,4.605170186,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,1,100,1,1
6462046,5.075173815,Apartment,2,1,Real Bed,flexible,TRUE,DC,t,t,0,,1,1
13959556,4.043051268,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,0,,1,1
3726467,4.304065093,House,2,1,Real Bed,strict,TRUE,LA,t,f,12,91,1,1
7765071,5.010635294,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,f,14,99,1,1
7036330,7.456454555,Townhouse,16,4,Real Bed,strict,TRUE,NYC,t,t,25,97,6,10
18269848,4.248495242,Apartment,2,2,Real Bed,flexible,FALSE,LA,t,t,0,,1,1
1827491,4.718498871,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,5,100,0,1
10986459,4.700480366,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,26,95,1,1
15080549,4.787491743,Apartment,6,2,Real Bed,strict,TRUE,Chicago,t,f,0,,2,4
10548064,3.218875825,Apartment,1,1,Real Bed,strict,FALSE,Chicago,t,f,7,94,1,1
14254319,4.204692619,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,f,15,95,1,1
13078388,4.369447852,Apartment,1,0.5,Real Bed,moderate,FALSE,NYC,t,t,80,98,1,1
6175128,5.010635294,Apartment,5,1,Real Bed,strict,TRUE,NYC,t,t,6,97,2,3
2263474,5.192956851,Apartment,2,1,Real Bed,strict,TRUE,SF,t,t,115,99,1,1
16357148,4.060443011,Apartment,2,1,Real Bed,flexible,FALSE,Boston,t,f,0,,1,1
13298087,4.49980967,House,2,1,Real Bed,strict,TRUE,NYC,t,t,0,,1,1
11373407,6.388561406,Apartment,8,1,Real Bed,strict,FALSE,NYC,t,t,18,93,3,4
1557272,4.17438727,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,12,98,1,2
16241726,4.248495242,House,2,1,Real Bed,flexible,TRUE,LA,t,t,17,96,1,1
1628156,5.068904202,Apartment,4,1,Real Bed,moderate,TRUE,LA,t,f,10,100,1,3
10149803,5.241747015,House,4,1,Real Bed,strict,TRUE,LA,t,t,14,99,1,2
189961,4.317488114,House,2,1,Real Bed,flexible,FALSE,Boston,t,f,66,90,1,1
18417535,4.94875989,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,10,94,1,1
6688835,4.744932128,Apartment,3,1,Real Bed,flexible,FALSE,NYC,t,t,11,90,1,1
56720,4.553876892,Apartment,3,2,Real Bed,moderate,TRUE,Chicago,t,t,16,96,1,2
17088380,3.891820298,House,2,1,Pull-out Sofa,strict,TRUE,LA,t,t,64,94,1,1
2844042,4.828313737,Apartment,4,1,Real Bed,flexible,TRUE,NYC,t,t,5,96,1,2
17448180,4.744932128,House,2,1,Futon,flexible,FALSE,DC,t,t,1,100,1,1
20722067,3.610917913,Apartment,2,1,Real Bed,flexible,FALSE,LA,t,t,0,,1,1
11437224,4.553876892,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,169,93,1,1
6539114,4.110873864,Apartment,2,1,Airbed,moderate,FALSE,Chicago,t,f,71,95,1,1
1346796,4.543294782,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,t,18,92,1,2
16297226,4.094344562,Apartment,1,0,Real Bed,moderate,FALSE,NYC,t,f,150,92,1,1
3230877,4.382026635,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,f,16,95,1,1
7900944,4.553876892,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,2,80,1,1
6264175,5.521460918,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,0,,1,1
17664717,4.976733742,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,f,3,60,1,1
10188093,4.007333185,House,2,1,Real Bed,flexible,TRUE,Chicago,t,t,13,100,1,1
12630337,4.248495242,Apartment,2,1,Real Bed,moderate,FALSE,DC,t,t,29,97,1,2
18470545,5.105945474,Apartment,6,1,Real Bed,strict,TRUE,NYC,t,f,15,99,3,6
3953649,5.700443573,Apartment,8,2,Real Bed,strict,TRUE,LA,t,t,4,100,2,4
1159284,5.521460918,House,2,1,Real Bed,strict,TRUE,SF,t,t,35,99,1,1
7217028,3.912023005,House,2,1,Real Bed,flexible,TRUE,LA,t,f,1,100,1,2
15566083,4.787491743,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,f,6,92,1,1
1565578,4.394449155,Apartment,1,1,Real Bed,strict,FALSE,NYC,t,f,3,93,1,1
3729469,4.934473933,Apartment,2,1,Real Bed,flexible,TRUE,SF,t,t,7,100,0,1
15635436,4.859812404,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,f,25,99,1,1
8240198,4.248495242,Apartment,2,1,Real Bed,flexible,TRUE,Boston,t,f,1,80,1,1
15790434,4.248495242,Apartment,2,2,Real Bed,strict,TRUE,NYC,t,t,11,96,1,1
9736123,4.317488114,Apartment,4,3,Real Bed,moderate,TRUE,LA,t,t,0,,2,2
2935986,4.59511985,Loft,2,2,Real Bed,moderate,TRUE,LA,t,t,21,95,1,1
15084743,4.007333185,House,2,2,Real Bed,strict,TRUE,NYC,t,t,19,99,1,1
13973316,4.369447852,House,2,1,Real Bed,moderate,TRUE,LA,t,t,5,96,1,1
1177136,4.934473933,Apartment,2,1,Real Bed,strict,TRUE,LA,t,f,3,87,1,1
18890844,4.369447852,Apartment,2,1,Real Bed,moderate,TRUE,DC,t,t,20,99,0,1
10124372,4.382026635,Apartment,2,1,Real Bed,strict,TRUE,LA,t,t,60,95,1,1
14274761,5.062595033,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,f,25,91,0,1
11423050,4.158883083,Apartment,2,1.5,Real Bed,flexible,FALSE,NYC,t,f,0,,1,1
16977723,4.787491743,House,1,1.5,Real Bed,flexible,TRUE,LA,t,f,0,,1,1
9513587,4.382026635,Apartment,2,2,Real Bed,flexible,TRUE,NYC,t,t,3,93,1,1
5286047,4.094344562,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,2,60,1,1
4803437,5.272999559,House,4,2.5,Real Bed,moderate,TRUE,NYC,t,f,3,100,3,3
312107,4.094344562,Apartment,2,1,Real Bed,strict,FALSE,LA,t,t,137,97,1,1
20188787,4.976733742,Apartment,3,2,Real Bed,strict,TRUE,NYC,t,f,105,92,1,1
17988240,5.075173815,Apartment,5,1,Real Bed,moderate,FALSE,NYC,t,f,7,92,0,1
15222252,5.135798437,Apartment,4,1,Real Bed,moderate,TRUE,NYC,f,f,4,100,1,2
15263081,4.976733742,Apartment,2,1,Real Bed,strict,TRUE,DC,t,t,49,84,0,1
13865399,4.48863637,House,3,1,Real Bed,moderate,TRUE,LA,t,t,158,98,1,1
17340703,5.857933154,Apartment,5,1,Real Bed,strict,TRUE,NYC,t,f,0,,2,2
9486961,4.077537444,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,6,97,1,1
21078963,4.828313737,House,4,2.5,Real Bed,strict,TRUE,LA,t,t,0,,2,2
6326959,5.393627546,Apartment,2,1,Real Bed,moderate,FALSE,NYC,t,t,2,100,1,1
5036261,5.521460918,Apartment,7,2,Real Bed,flexible,TRUE,NYC,t,t,0,,3,3
9696307,4.317488114,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,122,97,1,1
16702915,3.891820298,House,1,1,Futon,strict,TRUE,NYC,t,t,12,98,1,1
14066689,4.382026635,Apartment,2,1,Real Bed,flexible,TRUE,DC,t,f,0,,1,1
1744216,4.787491743,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,0,,2,1
981534,4.317488114,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,t,13,91,1,2
17813440,3.218875825,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,132,97,1,1
16756494,4.442651256,Apartment,3,1,Real Bed,moderate,TRUE,LA,t,t,16,95,1,1
8373675,3.891820298,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,9,84,1,1
10859573,5.298317367,Apartment,4,1,Airbed,strict,TRUE,NYC,t,f,3,87,2,2
1759690,4.442651256,Apartment,4,1,Real Bed,flexible,TRUE,DC,t,t,85,90,1,2
17364659,4.787491743,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,3,100,1,1
6335352,4.59511985,Loft,3,1,Real Bed,moderate,TRUE,LA,t,t,17,85,1,2
14783944,6.309918278,Apartment,10,2,Real Bed,flexible,TRUE,SF,t,t,31,92,2,2
18609864,4.442651256,House,2,1,Real Bed,flexible,TRUE,LA,t,f,1,100,1,1
18948947,4.9698133,Apartment,4,1,Real Bed,moderate,TRUE,DC,t,t,55,97,1,2
9596212,5.036952602,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,2,100,0,1
15342600,4.59511985,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,t,163,93,1,1
12309858,3.526360525,House,1,1,Real Bed,moderate,TRUE,NYC,t,t,2,100,1,1
7331388,4.787491743,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,97,92,1,1
7513344,5.225746674,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,f,1,100,0,4
7512407,4.605170186,Apartment,5,1,Real Bed,flexible,TRUE,NYC,t,f,22,88,1,3
15517665,5.164785974,Apartment,3,1,Real Bed,flexible,FALSE,SF,t,t,0,,1,1
457986,5.703782475,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,1,100,1,1
6373770,5.111987788,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,72,96,1,2
4093498,3.80666249,House,2,1.5,Real Bed,strict,TRUE,LA,t,t,2,100,1,1
7749568,5.187385806,Apartment,4,1,Real Bed,strict,FALSE,Boston,t,f,0,,1,1
17712277,4.007333185,Apartment,1,1,Real Bed,flexible,FALSE,LA,t,f,0,,1,1
11138823,4.736198448,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,113,95,1,1
19607660,4.605170186,House,2,1,Real Bed,moderate,TRUE,NYC,t,t,3,93,1,1
13172832,5.298317367,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,7,93,1,1
12914726,4.442651256,Apartment,2,1,Real Bed,strict,TRUE,LA,t,f,23,85,0,1
15311581,6.932447892,House,6,1.5,Real Bed,flexible,FALSE,SF,t,t,1,100,3,3
4020773,4.691347882,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,102,91,1,1
7534005,4.976733742,Apartment,4,1,Real Bed,flexible,TRUE,NYC,t,t,1,100,2,2
14359685,4.828313737,Loft,2,1,Real Bed,flexible,FALSE,NYC,t,t,35,96,1,1
17903605,5.991464547,Apartment,6,2,Real Bed,flexible,TRUE,SF,t,f,2,90,3,4
13684484,4.700480366,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,1,80,0,1
17660732,4.382026635,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,2,90,1,2
7762562,5.241747015,Apartment,3,1,Real Bed,strict,TRUE,LA,t,t,54,86,1,1
1428154,5.164785974,Apartment,4,1,Real Bed,strict,FALSE,LA,t,t,48,92,1,2
728708,4.59511985,Apartment,2,1,Real Bed,flexible,TRUE,LA,t,t,5,96,0,1
13450321,3.784189634,House,2,1.5,Real Bed,flexible,FALSE,DC,t,t,1,100,3,1
16726738,4.465908119,Apartment,3,1,Real Bed,moderate,TRUE,LA,t,f,3,93,1,1
16394576,3.63758616,House,2,1,Real Bed,flexible,TRUE,LA,t,t,0,,1,1
13185845,4.17438727,Apartment,1,1,Real Bed,strict,TRUE,Boston,t,t,74,94,1,1
439750,4.356708827,Apartment,3,1,Real Bed,moderate,TRUE,Chicago,t,f,7,91,1,2
8327493,4.49980967,Apartment,2,1,Real Bed,moderate,FALSE,NYC,t,t,10,92,1,1
18652833,5.017279837,Apartment,4,1,Real Bed,flexible,TRUE,SF,t,t,1,100,1,1
18213319,5.703782475,Apartment,8,2.5,Real Bed,strict,TRUE,Chicago,t,t,3,93,4,4
16720880,3.80666249,Apartment,2,1,Real Bed,moderate,TRUE,Boston,t,t,11,94,1,1
17702768,5.978885765,House,5,2,Real Bed,strict,TRUE,LA,t,t,26,95,3,3
19977951,4.418840608,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,f,207,86,1,1
12388944,5.541263545,House,8,1.5,Real Bed,moderate,TRUE,DC,t,t,79,91,3,5
19617178,4.442651256,Apartment,2,1,Real Bed,moderate,FALSE,SF,t,f,1,80,1,1
19735907,4.48863637,Apartment,2,1,Real Bed,moderate,FALSE,DC,t,f,495,97,1,1
1547287,4.49980967,Apartment,2,1,Real Bed,strict,TRUE,DC,t,t,3,93,1,1
4802903,4.17438727,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,19,87,0,1
20800988,5.298317367,Apartment,2,1,Real Bed,strict,TRUE,SF,t,f,21,98,1,1
20189413,4.304065093,House,2,1,Real Bed,moderate,TRUE,DC,t,f,10,100,1,1
20173537,4.094344562,Apartment,2,1,Real Bed,flexible,FALSE,LA,t,t,5,96,1,1
14966549,5.857933154,House,5,1,Real Bed,flexible,TRUE,LA,t,t,0,,2,3
13831742,4.094344562,Townhouse,2,1,Real Bed,strict,TRUE,Chicago,t,t,17,100,1,1
9756521,4.369447852,Apartment,2,2,Real Bed,strict,TRUE,NYC,t,t,18,89,1,1
18026334,4.248495242,Apartment,2,1,Real Bed,moderate,TRUE,Chicago,t,t,19,94,1,1
1330775,5.030437921,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,15,98,1,1
12176027,4.369447852,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,0,,1,1
45417,4.691347882,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,119,97,1,1
20269743,3.663561646,Apartment,1,1,Real Bed,flexible,TRUE,LA,t,f,14,92,1,1
6389715,4.394449155,House,6,3,Real Bed,strict,TRUE,LA,t,f,124,88,1,3
8492253,3.688879454,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,t,0,,1,1
18733017,4.779123493,House,2,1,Real Bed,moderate,TRUE,LA,t,t,117,99,1,1
15191774,4.17438727,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,7,100,1,1
7546944,5.855071922,Apartment,4,2,Real Bed,super_strict_30,TRUE,Boston,t,t,6,92,2,2
16766051,4.127134385,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,2,100,1,1
6924400,4.49980967,House,4,1,Real Bed,strict,TRUE,LA,t,f,163,90,2,2
7151287,4.49980967,House,2,1,Real Bed,flexible,FALSE,SF,t,t,0,,1,1
2343987,4.605170186,Apartment,1,2,Real Bed,flexible,FALSE,LA,t,f,0,,2,1
4879069,4.605170186,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,52,94,1,1
7476340,5.293304825,House,3,1,Real Bed,strict,TRUE,LA,t,t,30,97,2,1
18098133,4.317488114,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,f,3,100,1,1
8487382,6.214608098,Townhouse,6,2,Real Bed,flexible,TRUE,Boston,t,f,0,,3,5
7401859,4.382026635,Townhouse,2,1,Real Bed,strict,TRUE,NYC,t,t,79,92,1,1
5705067,4.941642423,House,6,2,Real Bed,moderate,TRUE,LA,t,f,24,98,1,4
13525308,5.991464547,Apartment,4,2,Real Bed,strict,TRUE,NYC,t,t,14,99,2,2
10771947,5.298317367,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,0,,0,2
8270883,4.17438727,Apartment,1,1,Real Bed,flexible,FALSE,NYC,t,t,2,100,1,1
15084304,4.700480366,House,4,1,Real Bed,moderate,TRUE,SF,t,f,9,82,1,2
3835681,7.150701458,House,10,5,Real Bed,strict,TRUE,Chicago,t,t,32,93,5,8
15283809,4.890349128,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,99,98,1,1
13445027,4.007333185,Apartment,1,1,Real Bed,flexible,FALSE,NYC,t,f,12,96,1,1
5904746,5.459585514,House,11,2,Real Bed,moderate,TRUE,NYC,t,t,0,,4,6
16000365,4.744932128,Apartment,4,1,Real Bed,strict,FALSE,SF,t,f,1,,2,2
585937,5.521460918,Apartment,4,1,Real Bed,strict,TRUE,SF,t,f,1,100,1,2
10230429,4.605170186,House,3,1,Real Bed,flexible,TRUE,LA,t,f,31,92,2,2
18716795,4.8978398,Apartment,4,1,Real Bed,moderate,FALSE,NYC,t,t,15,99,1,3
621233,4.605170186,Apartment,1,1,Real Bed,strict,TRUE,SF,t,f,0,,1,1
4525308,5.857933154,House,6,2,Real Bed,flexible,TRUE,LA,t,t,5,100,3,3
15930602,5.560681631,House,8,2,Real Bed,strict,TRUE,LA,t,t,32,95,3,4
9617306,5.272999559,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,t,48,98,1,1
18159048,6.052089169,Apartment,2,1,Real Bed,strict,TRUE,Boston,t,t,19,87,1,1
3526122,5.783825182,Apartment,4,2,Real Bed,strict,FALSE,NYC,t,f,1,100,1,2
16653772,5.247024072,Apartment,5,1,Real Bed,strict,TRUE,Boston,t,t,20,91,2,3
10822131,4.094344562,House,2,1,Real Bed,strict,TRUE,Boston,t,t,6,97,1,1
5013797,3.80666249,House,2,1,Real Bed,flexible,TRUE,NYC,t,t,0,,1,1
11495797,5.003946306,Apartment,2,1,Real Bed,moderate,FALSE,NYC,t,f,20,83,1,1
20931098,4.48863637,Apartment,2,1,Real Bed,strict,TRUE,LA,t,t,14,96,1,1
16087283,4.17438727,Apartment,2,1,Real Bed,strict,TRUE,LA,t,f,39,97,1,1
1495328,5.010635294,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,t,27,90,1,1
10452522,4.59511985,House,2,1,Real Bed,moderate,FALSE,LA,t,t,57,97,1,1
14535713,6.476972363,Apartment,4,2,Real Bed,strict,TRUE,SF,t,t,9,96,2,2
3586141,4.86753445,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,f,20,95,1,1
15692740,4.787491743,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,t,12,100,1,1
7676750,4.927253685,Apartment,4,1,Real Bed,strict,TRUE,DC,t,t,55,95,1,3
18938927,5.075173815,Apartment,5,1.5,Real Bed,moderate,TRUE,LA,t,t,3,100,2,2
19057230,5.272999559,Apartment,2,1,Real Bed,flexible,TRUE,NYC,f,f,0,,0,1
6304307,5.926926026,Apartment,7,2,Real Bed,strict,TRUE,LA,t,t,36,93,3,3
16561024,5.010635294,Apartment,3,1,Real Bed,flexible,FALSE,NYC,t,f,31,97,2,2
7397649,5.003946306,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,f,1,,1,1
2192222,5.298317367,Apartment,3,1,Real Bed,flexible,FALSE,NYC,t,f,1,100,1,1
1992217,4.553876892,House,2,3,Real Bed,strict,TRUE,NYC,t,t,3,93,1,1
9064394,4.382026635,Townhouse,1,1.5,Real Bed,strict,TRUE,DC,t,t,43,90,1,1
9735937,4.17438727,Apartment,1,1,Real Bed,flexible,FALSE,Boston,t,f,2,90,1,1
7739955,5.241747015,House,5,1,Real Bed,strict,TRUE,LA,t,t,3,100,2,2
10392530,4.48863637,Apartment,4,1,Real Bed,strict,TRUE,LA,t,t,4,50,0,2
3611131,6.214608098,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,1,,1,1
4294969,5.521460918,House,7,1,Real Bed,flexible,TRUE,NYC,t,f,0,,3,6
856064,4.276666119,Apartment,2,2,Real Bed,strict,TRUE,NYC,t,t,28,91,1,1
8670561,4.59511985,Apartment,2,1.5,Real Bed,flexible,TRUE,LA,t,f,2,100,1,1
13347295,4.812184355,Apartment,4,1,Real Bed,moderate,TRUE,DC,t,t,23,99,2,3
6018589,4.094344562,House,2,1,Real Bed,moderate,FALSE,SF,t,t,1,94,1,1
16568812,4.248495242,House,2,1,Real Bed,strict,TRUE,NYC,t,t,41,90,1,2
10735397,4.574710979,Apartment,3,1,Futon,strict,TRUE,NYC,t,f,77,97,1,1
14174793,5.010635294,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,9,98,1,1
7423809,4.17438727,House,3,1.5,Real Bed,strict,TRUE,NYC,t,f,29,84,1,2
9905783,4.317488114,House,7,2,Real Bed,flexible,TRUE,Chicago,t,f,2,80,2,4
172870,5.010635294,House,2,1.5,Real Bed,flexible,FALSE,DC,t,f,3,100,1,1
13592114,4.976733742,House,4,2,Real Bed,flexible,TRUE,LA,t,t,13,98,2,2
17813257,4.787491743,House,4,1,Real Bed,moderate,TRUE,LA,t,f,1,100,2,2
18043089,4.976733742,Loft,6,2,Real Bed,strict,TRUE,Chicago,t,t,12,100,2,2
20687552,3.912023005,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,13,89,1,1
11584799,3.80666249,Apartment,1,1,Real Bed,moderate,FALSE,NYC,t,t,2,90,1,1
438304,4.234106505,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,96,93,1,1
9289587,4.59511985,Apartment,2,1.5,Real Bed,strict,TRUE,NYC,t,t,241,98,1,1
21026071,5.521460918,House,4,1,Real Bed,strict,TRUE,NYC,t,t,1,100,2,2
14452503,5.517452896,Townhouse,10,2,Real Bed,moderate,TRUE,NYC,t,t,31,92,4,5
2636365,5.010635294,Apartment,4,1,Real Bed,strict,TRUE,NYC,t,t,44,97,1,2
12473240,5.272999559,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,113,98,0,1
17423245,4.553876892,Townhouse,1,1,Real Bed,strict,TRUE,LA,t,t,42,98,1,1
7725825,4.59511985,House,2,1,Real Bed,moderate,TRUE,LA,t,f,138,96,1,1
4887587,5.38907173,Apartment,6,2.5,Real Bed,strict,FALSE,SF,t,f,0,,3,4
13328238,3.218875825,House,1,1,Real Bed,strict,TRUE,LA,t,t,7,89,1,1
9999252,6.476972363,Apartment,8,2,Real Bed,strict,FALSE,NYC,t,f,22,90,3,4
7884731,4.605170186,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,26,95,1,1
20870782,5.043425117,Apartment,2,1,Real Bed,strict,TRUE,SF,t,t,19,86,1,1
14237406,4.955827058,Apartment,2,1,Real Bed,flexible,TRUE,LA,t,f,5,72,0,1
12449594,5.010635294,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,0,,1,1
17450702,3.663561646,House,2,2,Real Bed,moderate,TRUE,LA,t,t,63,90,1,1
279816,3.688879454,House,4,1,Real Bed,strict,TRUE,NYC,t,t,179,92,1,3
17655210,5.003946306,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,f,97,87,2,2
3258196,5.192956851,Apartment,3,1,Real Bed,moderate,TRUE,Boston,t,t,56,98,1,2
16812387,4.248495242,Apartment,3,1,Real Bed,flexible,FALSE,NYC,t,f,0,,2,1
19459965,4.219507705,Apartment,3,1,Real Bed,flexible,TRUE,NYC,t,f,5,100,1,2
15936096,4.852030264,Apartment,2,1,Real Bed,moderate,TRUE,Boston,t,f,3,100,0,2
14252537,5.192956851,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,0,,1,1
10765183,4.605170186,Apartment,2,1.5,Real Bed,strict,TRUE,NYC,t,t,21,97,1,2
964167,5.192956851,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,0,,1,1
238658,4.077537444,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,6,100,1,2
300329,3.891820298,House,2,2,Real Bed,strict,FALSE,Chicago,t,t,45,86,1,1
18335071,5.370638028,Apartment,10,2,Real Bed,strict,TRUE,Chicago,t,t,51,94,3,5
16469710,6.109247583,Apartment,1,1.5,Real Bed,flexible,FALSE,NYC,t,f,0,,1,1
18804539,5.521460918,Apartment,5,1,Real Bed,moderate,FALSE,Chicago,t,t,145,96,2,2
20796595,5.616771098,Apartment,6,1,Real Bed,strict,TRUE,SF,t,t,23,92,2,2
21177066,5.963579344,Apartment,6,2,Real Bed,moderate,TRUE,Boston,t,t,8,98,3,4
18489510,4.317488114,House,2,1,Real Bed,moderate,TRUE,LA,t,t,78,99,1,1
13725208,4.110873864,Apartment,2,1.5,Real Bed,strict,TRUE,NYC,t,t,60,88,1,1
15288813,5.241747015,House,5,1,Real Bed,strict,TRUE,LA,t,t,145,96,2,3
1817510,3.496507561,House,2,1,Real Bed,moderate,TRUE,LA,t,t,0,,1,1
14983333,4.976733742,House,2,1,Real Bed,flexible,TRUE,LA,t,f,0,,1,1
8620134,4.477336814,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,38,97,1,1
2754975,3.401197382,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,28,94,1,1
15238065,5.068904202,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,f,1,100,2,2
15100064,5.010635294,Apartment,6,2,Real Bed,strict,FALSE,Chicago,t,t,68,98,2,2
17210790,4.744932128,Apartment,4,1,Real Bed,strict,TRUE,LA,t,t,36,99,1,1
9798242,5.010635294,Apartment,8,1,Real Bed,strict,TRUE,NYC,t,t,37,91,3,4
10684280,4.787491743,House,2,1,Real Bed,strict,TRUE,SF,t,t,170,96,1,1
8309759,4.905274778,Apartment,3,1,Real Bed,strict,TRUE,LA,t,f,12,84,1,1
4995083,5.700443573,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,t,10,100,1,2
18249321,3.555348061,Apartment,1,1,Real Bed,strict,TRUE,LA,t,t,32,92,1,1
