student_id,age,programme_level,nationality_group,boarding_status,attendance_rate,assessment_completion_rate,current_grade,lms_engagement_score,wellbeing_flag,safeguarding_flag,intervention_count,guardian_contact_complete,record_completeness_score,access_review_overdue_flag,academic_risk_level
STU006200,16,GCSE,UK,Day,0.886,0.977,89.7,0.874,False,False,0,True,0.885,True,Low
STU006201,19,Foundation,UK,Day,0.891,0.917,91.2,0.788,False,False,0,True,0.797,False,Low
STU006202,17,A-Level,EU,Boarding,0.87,0.765,75.9,0.828,True,False,1,True,0.741,True,Medium
STU006203,17,EAP,International,Boarding,0.929,0.667,62.0,0.543,False,False,3,True,0.781,False,Medium
STU006204,18,A-Level,UK,Homestay,0.893,0.832,80.5,0.816,False,False,1,True,0.718,False,Low
STU006205,16,GCSE,International,Day,0.737,0.835,66.4,0.593,False,False,1,False,0.672,True,High
STU006206,16,EAP,EU,Homestay,0.998,0.831,86.9,0.94,False,False,0,True,0.67,False,Low
STU006207,18,A-Level,International,Day,0.867,0.855,81.7,0.955,False,False,0,True,0.748,False,Low
STU006208,17,A-Level,International,Day,0.814,0.686,73.4,0.576,False,False,2,False,0.663,False,High
STU006209,17,A-Level,UK,Day,0.807,0.656,52.4,0.769,True,False,0,True,0.915,False,High
STU006210,15,GCSE,International,Day,0.838,0.677,76.1,0.581,True,False,1,True,0.714,False,High
STU006211,18,A-Level,International,Day,0.822,0.622,70.6,0.495,False,True,2,True,0.81,True,High
STU006212,14,GCSE,UK,Day,0.83,0.741,65.4,0.762,True,False,3,True,0.743,False,High
STU006213,17,A-Level,UK,Day,0.877,0.867,86.3,0.963,False,False,0,True,0.824,False,Low
STU006214,17,A-Level,UK,Homestay,0.925,0.919,94.6,1.0,False,False,0,True,0.87,False,Low
STU006215,18,Foundation,International,Day,0.844,0.721,72.9,0.796,False,False,1,True,0.918,False,Medium
STU006216,18,Foundation,UK,Homestay,0.924,0.724,75.2,0.622,False,False,1,True,0.829,False,Medium
STU006217,14,GCSE,UK,Homestay,0.803,0.716,59.8,0.667,False,False,1,True,0.871,False,Medium
STU006218,17,A-Level,UK,Day,1.0,0.862,70.2,0.787,False,False,0,True,0.805,False,Low
STU006219,18,A-Level,EU,Boarding,0.975,0.908,79.1,0.92,False,False,0,True,0.904,False,Low
STU006220,16,GCSE,International,Boarding,0.881,0.833,76.1,0.723,False,False,1,True,0.974,False,Low
STU006221,19,Foundation,International,Homestay,0.923,0.646,83.7,0.546,False,False,0,True,0.832,False,Medium
STU006222,18,Foundation,UK,Homestay,0.818,0.776,78.2,0.824,False,False,1,True,0.809,False,Medium
STU006223,15,GCSE,International,Boarding,0.901,0.674,57.8,0.703,True,False,1,True,0.77,False,High
STU006224,17,A-Level,International,Day,0.884,0.718,76.0,0.83,True,False,1,True,0.85,False,Medium
STU006225,14,GCSE,UK,Day,0.919,0.851,85.1,0.773,False,False,0,True,0.839,False,Low
STU006226,18,A-Level,UK,Homestay,0.908,0.779,71.7,0.805,True,False,1,True,0.725,False,Medium
STU006227,14,GCSE,International,Boarding,0.9,0.756,78.5,0.737,False,False,0,True,0.75,True,Medium
STU006228,19,EAP,International,Homestay,0.893,0.789,88.8,0.836,False,False,1,True,0.774,False,Low
STU006229,17,Foundation,International,Boarding,0.854,0.641,69.8,0.654,False,False,1,True,0.818,False,Medium
STU006230,18,A-Level,UK,Day,0.939,0.933,82.7,0.815,False,False,1,True,0.877,False,Low
STU006231,16,A-Level,International,Homestay,0.841,0.75,71.2,0.706,False,False,0,True,0.839,False,Medium
STU006232,16,EAP,EU,Homestay,0.929,0.739,84.1,0.877,False,False,2,False,0.568,False,Low
STU006233,17,A-Level,International,Day,0.921,0.769,73.8,0.623,False,False,1,False,1.0,True,Medium
STU006234,15,GCSE,International,Day,0.994,0.865,87.9,0.945,False,False,0,True,0.776,True,Low
STU006235,17,A-Level,International,Boarding,0.941,0.796,75.6,0.803,False,False,2,True,0.763,True,Low
STU006236,18,Foundation,International,Boarding,0.777,0.859,76.1,0.825,False,False,0,False,0.937,True,Medium
STU006237,16,A-Level,UK,Day,0.854,0.759,90.7,0.735,False,False,0,True,0.942,False,Low
STU006238,18,A-Level,International,Day,0.852,0.938,78.3,0.806,False,False,0,True,0.871,True,Low
STU006239,18,Foundation,UK,Boarding,0.78,0.826,79.9,0.406,True,False,1,True,0.588,False,High
STU006240,18,Foundation,International,Day,0.968,0.966,79.9,0.803,False,False,2,True,0.661,False,Low
STU006241,18,EAP,UK,Day,0.746,0.607,79.5,0.64,False,False,3,True,0.771,True,High
STU006242,15,GCSE,International,Boarding,1.0,0.957,85.9,0.737,False,False,1,True,0.692,False,Low
STU006243,17,A-Level,UK,Homestay,0.899,0.76,80.5,0.82,True,False,1,True,0.826,False,Medium
STU006244,18,Foundation,International,Boarding,0.913,0.79,70.8,0.599,False,False,0,True,0.857,False,Medium
STU006245,18,Foundation,UK,Boarding,0.924,0.981,90.3,0.885,False,False,0,True,0.811,False,Low
STU006246,17,A-Level,UK,Boarding,0.905,0.743,82.1,0.813,False,False,2,False,0.628,False,Medium
STU006247,15,GCSE,International,Boarding,0.911,0.877,85.2,0.894,False,False,0,True,0.749,False,Low
STU006248,18,Foundation,International,Day,0.979,0.779,68.2,0.572,False,False,3,True,0.818,True,Medium
STU006249,18,Foundation,UK,Day,0.884,0.768,74.3,0.849,False,False,1,True,0.917,False,Low
STU006250,14,GCSE,UK,Day,0.942,0.692,69.6,0.784,False,False,0,True,0.809,False,Medium
STU006251,17,A-Level,UK,Homestay,0.839,0.823,78.3,0.721,False,False,1,True,0.783,False,Medium
STU006252,15,GCSE,International,Homestay,0.937,0.779,76.5,0.925,False,False,0,True,0.894,False,Low
STU006253,16,A-Level,International,Boarding,0.881,0.746,64.9,0.493,False,False,1,True,0.773,True,Medium
STU006254,14,GCSE,International,Homestay,0.93,0.809,73.0,0.763,False,False,0,True,0.816,False,Low
STU006255,16,A-Level,UK,Homestay,0.727,0.784,64.2,0.772,True,True,4,True,0.696,False,High
STU006256,18,A-Level,UK,Homestay,0.931,0.658,91.0,0.574,False,False,1,True,0.776,True,Medium
STU006257,17,A-Level,International,Day,0.85,0.737,77.9,0.765,True,False,3,True,0.885,False,Medium
STU006258,16,A-Level,UK,Boarding,1.0,1.0,90.5,0.839,False,False,1,True,0.916,False,Low
STU006259,17,Foundation,EU,Boarding,0.918,0.671,74.6,0.538,False,False,1,True,0.813,True,Medium
STU006260,15,GCSE,UK,Boarding,0.935,1.0,74.8,0.882,False,False,3,True,1.0,False,Low
STU006261,15,GCSE,International,Day,0.869,0.674,78.8,0.614,False,False,1,True,0.81,True,Medium
STU006262,19,Foundation,International,Boarding,0.922,0.921,93.5,0.984,False,False,0,True,0.824,False,Low
STU006263,16,GCSE,UK,Day,0.933,0.779,84.3,0.819,False,False,0,True,0.814,True,Low
STU006264,18,EAP,International,Homestay,0.772,0.761,74.8,0.73,True,True,4,True,0.865,False,High
STU006265,17,Foundation,EU,Boarding,0.87,0.748,80.8,0.893,False,False,3,False,0.78,True,Low
STU006266,17,A-Level,UK,Day,0.844,0.771,78.2,0.837,False,False,1,True,0.8,False,Low
STU006267,19,EAP,UK,Day,0.895,0.689,73.6,0.568,False,False,1,True,0.754,True,Medium
STU006268,15,GCSE,EU,Boarding,0.854,0.631,53.3,0.51,False,False,3,True,0.765,False,High
STU006269,17,A-Level,UK,Boarding,0.92,0.931,97.8,0.747,False,False,0,True,0.803,False,Low
STU006270,17,A-Level,International,Boarding,0.845,0.659,59.8,0.601,False,False,1,True,0.827,False,High
STU006271,17,A-Level,UK,Boarding,0.891,0.891,94.1,0.95,False,False,1,True,0.803,False,Low
STU006272,18,EAP,UK,Homestay,0.834,0.886,85.3,0.656,False,False,1,True,0.881,False,Low
STU006273,16,GCSE,UK,Day,0.954,0.857,79.1,0.77,False,True,0,True,0.93,False,Medium
STU006274,17,A-Level,UK,Boarding,0.902,0.637,59.7,0.826,False,False,0,True,0.653,False,Medium
STU006275,17,A-Level,EU,Homestay,0.901,1.0,92.4,1.0,False,False,0,True,0.806,False,Low
STU006276,16,A-Level,UK,Homestay,0.942,0.978,100.0,0.912,False,False,1,True,0.724,False,Low
STU006277,16,A-Level,International,Day,1.0,0.941,86.8,0.721,False,False,1,True,0.902,False,Low
STU006278,17,A-Level,International,Day,0.906,0.943,83.4,0.821,False,False,0,True,0.928,False,Low
STU006279,17,Foundation,International,Day,0.796,0.779,76.7,0.822,False,False,1,True,0.959,True,Medium
STU006280,15,GCSE,UK,Homestay,0.983,0.763,84.5,0.847,False,False,0,True,0.863,False,Low
STU006281,18,Foundation,International,Day,0.805,0.791,55.7,0.625,False,False,1,True,0.866,False,Medium
STU006282,17,A-Level,UK,Day,0.811,0.68,76.5,0.933,True,False,1,True,0.828,False,Medium
STU006283,19,Foundation,EU,Day,0.944,0.674,66.1,0.658,False,True,0,True,0.834,False,High
STU006284,18,Foundation,UK,Day,0.877,0.836,85.1,0.856,False,False,0,True,0.702,False,Low
STU006285,14,GCSE,UK,Boarding,0.86,0.814,89.5,0.611,False,False,0,True,0.912,False,Medium
STU006286,17,A-Level,International,Boarding,0.863,0.684,67.9,0.74,True,False,1,False,0.508,False,High
STU006287,19,Foundation,UK,Boarding,0.901,0.761,71.6,0.762,False,False,0,True,0.826,False,Medium
STU006288,17,A-Level,EU,Day,0.851,0.918,79.7,0.577,False,False,1,True,0.865,False,Medium
STU006289,16,EAP,UK,Day,0.961,0.821,90.2,0.536,False,False,0,True,0.931,True,Low
STU006290,16,A-Level,International,Homestay,0.916,0.823,79.6,0.811,True,False,1,True,0.863,False,Medium
STU006291,15,GCSE,International,Day,0.942,0.863,86.4,0.664,True,False,0,True,0.882,False,Medium
STU006292,16,A-Level,UK,Homestay,0.939,0.886,88.7,0.789,False,False,2,True,0.844,False,Low
STU006293,19,EAP,International,Day,0.851,0.793,91.3,0.999,False,False,0,True,0.774,False,Low
STU006294,18,A-Level,International,Day,0.812,0.685,70.6,0.79,False,False,2,True,0.663,False,Medium
STU006295,18,Foundation,EU,Day,0.738,0.566,72.5,0.364,False,False,3,True,0.826,False,High
STU006296,18,Foundation,International,Homestay,0.972,0.783,84.2,0.671,False,False,0,True,0.773,False,Low
STU006297,16,A-Level,EU,Day,0.914,0.896,69.8,0.54,False,False,2,True,0.906,True,Medium
STU006298,16,GCSE,UK,Boarding,0.871,0.731,73.5,0.622,False,False,1,True,0.854,False,Medium
STU006299,18,Foundation,International,Boarding,0.765,0.861,78.6,0.692,False,False,2,True,0.847,False,Medium
STU006300,17,A-Level,EU,Day,0.817,0.898,86.1,1.0,False,False,1,True,0.818,False,Low
STU006301,18,Foundation,UK,Day,0.776,0.856,79.9,0.85,False,False,0,True,0.832,False,Low
STU006302,17,A-Level,International,Homestay,1.0,0.651,81.5,0.843,False,False,3,True,0.737,True,Medium
STU006303,17,A-Level,UK,Day,0.85,0.919,75.3,0.726,True,True,4,True,0.976,False,Medium
STU006304,18,Foundation,UK,Boarding,0.809,0.724,72.6,0.801,False,False,1,True,0.978,False,Medium
STU006305,17,A-Level,UK,Homestay,1.0,0.875,84.8,0.59,False,False,2,True,0.883,True,Low
STU006306,17,A-Level,UK,Day,0.849,0.581,74.3,0.563,False,False,0,True,0.667,False,High
STU006307,17,A-Level,UK,Day,0.891,0.901,91.3,0.766,True,False,1,True,0.848,False,Low
STU006308,16,A-Level,International,Day,0.925,0.698,92.8,0.767,False,False,1,True,0.779,False,Low
STU006309,17,A-Level,UK,Day,0.853,0.649,67.3,0.722,True,False,0,True,0.797,False,High
STU006310,18,Foundation,International,Day,0.879,0.846,81.6,0.968,False,False,1,True,0.962,True,Low
STU006311,17,A-Level,UK,Boarding,0.902,0.744,74.7,0.673,False,False,0,True,0.802,True,Medium
STU006312,18,A-Level,International,Boarding,0.88,0.75,68.9,0.702,False,False,1,True,0.798,False,Medium
STU006313,16,A-Level,International,Boarding,0.917,0.86,84.2,0.792,False,False,1,True,0.933,False,Low
STU006314,16,A-Level,UK,Homestay,0.92,0.652,96.3,0.56,False,False,0,True,0.866,False,Medium
STU006315,16,A-Level,International,Day,0.863,0.739,67.7,0.562,False,False,1,True,0.857,True,Medium
STU006316,18,EAP,International,Day,0.977,1.0,88.1,1.0,False,False,0,True,0.966,False,Low
STU006317,18,Foundation,EU,Day,0.841,0.683,62.8,0.723,False,False,3,True,0.625,False,High
STU006318,17,A-Level,UK,Day,0.927,0.792,86.4,0.708,False,False,1,True,0.88,False,Low
STU006319,16,A-Level,International,Day,0.816,0.765,75.0,0.687,True,False,0,True,0.841,False,Medium
STU006320,15,GCSE,International,Day,0.839,0.543,60.6,0.507,False,False,1,True,0.925,False,High
STU006321,18,A-Level,UK,Homestay,0.818,0.593,60.1,0.648,True,False,0,True,0.66,False,High
STU006322,18,A-Level,EU,Homestay,0.854,0.793,73.1,0.665,False,False,1,True,0.941,False,Medium
STU006323,18,A-Level,UK,Day,0.946,0.826,88.1,0.82,False,False,0,True,0.785,True,Low
STU006324,17,A-Level,UK,Homestay,0.893,0.719,75.4,0.499,False,False,2,True,0.825,False,Medium
STU006325,16,GCSE,International,Homestay,0.996,0.854,76.8,0.682,False,False,2,True,0.769,False,Low
STU006326,14,GCSE,UK,Day,0.833,0.601,66.3,0.65,False,False,5,True,0.687,False,High
STU006327,17,EAP,UK,Day,0.746,0.846,82.9,0.678,False,False,0,True,0.906,False,Medium
STU006328,16,A-Level,International,Homestay,0.843,0.763,59.9,0.81,True,True,3,True,0.719,True,High
STU006329,17,A-Level,UK,Boarding,1.0,0.827,74.7,0.706,False,False,1,False,0.615,True,Low
STU006330,16,GCSE,UK,Homestay,0.934,0.905,89.5,1.0,False,False,0,True,0.761,False,Low
STU006331,14,GCSE,EU,Day,0.834,0.838,81.0,0.795,False,False,0,True,0.826,True,Low
STU006332,18,Foundation,UK,Day,0.828,0.811,82.2,0.694,False,False,1,True,0.873,False,Medium
STU006333,17,A-Level,UK,Day,1.0,0.665,86.5,0.873,False,False,1,True,0.919,False,Low
STU006334,18,A-Level,UK,Homestay,0.873,0.889,88.1,0.83,False,False,2,False,0.552,False,Low
STU006335,15,GCSE,EU,Day,0.829,0.638,58.6,0.666,False,False,3,True,0.757,False,High
STU006336,19,Foundation,International,Day,0.983,0.884,94.0,0.961,False,False,1,True,0.869,False,Low
STU006337,15,GCSE,International,Boarding,0.89,0.659,75.9,0.613,False,False,1,True,0.729,True,Medium
STU006338,15,GCSE,UK,Day,0.758,0.693,73.3,0.741,False,False,1,False,0.813,False,Medium
STU006339,17,A-Level,EU,Day,1.0,0.836,91.2,0.787,False,False,1,True,0.816,False,Low
STU006340,17,A-Level,International,Boarding,0.941,0.828,91.7,0.808,False,False,0,True,0.832,True,Low
STU006341,14,GCSE,UK,Day,0.794,0.61,66.4,0.715,False,False,3,True,0.667,False,High
STU006342,17,A-Level,International,Day,0.998,0.87,72.6,0.801,False,False,1,True,0.883,True,Low
STU006343,17,A-Level,International,Day,0.827,0.892,81.5,0.959,False,False,1,True,0.826,True,Low
STU006344,18,Foundation,UK,Boarding,0.782,0.709,62.2,0.662,False,True,2,True,0.889,False,High
STU006345,17,A-Level,UK,Day,0.838,0.683,71.4,0.632,False,False,0,True,0.695,False,High
STU006346,15,GCSE,UK,Day,1.0,0.782,86.6,0.769,False,False,0,True,0.858,False,Low
STU006347,17,A-Level,UK,Boarding,1.0,0.678,74.5,0.921,True,False,1,True,0.805,False,Medium
STU006348,16,EAP,International,Day,0.862,0.844,75.3,0.792,False,False,0,True,0.895,False,Low
STU006349,17,A-Level,International,Day,1.0,0.887,61.8,0.791,False,False,1,True,0.878,False,Low
STU006350,17,Foundation,UK,Boarding,0.74,0.658,73.0,0.646,False,False,1,True,0.974,False,High
STU006351,14,GCSE,EU,Day,0.964,0.681,82.8,0.705,False,False,0,True,0.506,True,Medium
STU006352,17,A-Level,EU,Day,0.945,0.821,75.5,0.883,True,False,0,True,0.8,False,Low
STU006353,14,GCSE,UK,Boarding,1.0,0.813,76.1,0.773,False,False,0,True,0.772,False,Low
STU006354,18,A-Level,International,Boarding,0.905,0.929,83.8,0.788,False,False,1,False,0.598,False,Low
STU006355,18,EAP,International,Boarding,0.94,0.908,72.0,0.739,False,False,0,True,0.887,False,Low
STU006356,19,EAP,UK,Day,0.85,0.768,87.5,0.876,False,False,0,True,0.91,False,Low
STU006357,16,A-Level,UK,Day,0.902,0.925,80.7,0.903,False,False,0,True,1.0,False,Low
STU006358,17,A-Level,UK,Boarding,0.889,0.666,79.4,0.639,False,False,1,True,0.864,False,Medium
STU006359,17,EAP,UK,Day,0.884,0.875,80.1,0.69,False,False,2,True,0.748,False,Medium
STU006360,18,A-Level,UK,Day,0.979,0.831,69.4,0.689,False,False,1,False,0.538,True,Medium
STU006361,15,GCSE,UK,Boarding,0.915,1.0,81.8,0.866,False,False,0,True,0.862,False,Low
STU006362,17,A-Level,EU,Day,1.0,0.768,65.6,0.685,False,False,1,True,0.858,False,Medium
STU006363,16,GCSE,International,Boarding,0.917,0.893,83.1,0.702,False,False,0,True,0.839,True,Low
STU006364,17,A-Level,UK,Day,1.0,0.94,80.1,0.682,False,False,1,True,0.828,False,Low
STU006365,16,A-Level,UK,Day,0.932,0.871,81.1,0.972,False,True,1,False,0.726,False,Low
STU006366,17,A-Level,International,Homestay,0.894,0.668,84.2,0.688,False,False,1,True,0.702,False,Medium
STU006367,17,A-Level,International,Day,0.912,0.955,95.1,0.96,False,False,1,True,0.887,False,Low
STU006368,15,GCSE,UK,Boarding,0.841,0.681,71.5,0.705,False,False,1,True,0.73,True,Medium
STU006369,17,A-Level,UK,Day,0.911,0.762,77.5,0.701,False,False,0,True,0.923,False,Medium
STU006370,17,Foundation,International,Day,0.831,0.748,72.8,0.85,False,False,2,True,0.87,False,Medium
STU006371,17,A-Level,UK,Day,0.993,1.0,93.6,0.792,False,False,0,True,0.744,False,Low
STU006372,17,A-Level,UK,Day,0.876,0.863,98.7,0.913,False,False,3,True,0.765,False,Low
STU006373,17,EAP,UK,Homestay,0.854,0.778,67.6,0.728,True,False,1,True,0.657,False,High
STU006374,17,EAP,UK,Homestay,0.74,0.704,74.4,0.679,False,False,2,True,0.983,False,Medium
STU006375,14,GCSE,UK,Boarding,0.881,0.704,69.4,0.672,False,False,1,True,0.725,True,Medium
STU006376,14,GCSE,UK,Homestay,0.874,0.89,90.4,0.872,False,False,0,True,0.77,True,Low
STU006377,17,Foundation,International,Boarding,0.964,0.945,91.9,0.844,False,False,0,True,0.859,False,Low
STU006378,18,Foundation,International,Day,0.937,0.756,82.5,0.713,False,False,2,True,1.0,False,Low
STU006379,18,EAP,International,Day,0.971,0.81,69.9,0.665,False,False,0,True,0.849,False,Medium
STU006380,19,Foundation,UK,Boarding,0.931,0.932,70.3,0.824,False,False,1,True,0.799,False,Low
STU006381,16,A-Level,UK,Day,0.986,0.722,81.4,0.681,False,False,1,True,0.882,True,Low
STU006382,17,A-Level,International,Day,0.886,0.647,57.8,0.513,True,False,1,True,0.654,False,High
STU006383,15,GCSE,EU,Homestay,0.772,0.763,70.3,0.751,True,False,1,True,0.639,False,High
STU006384,15,GCSE,UK,Day,0.894,0.654,69.1,0.584,False,False,0,True,1.0,False,Medium
STU006385,18,A-Level,UK,Day,0.897,0.73,81.3,0.539,False,False,1,True,0.824,False,Medium
STU006386,16,A-Level,UK,Day,0.671,0.613,72.4,0.636,False,False,3,True,0.735,False,High
STU006387,16,A-Level,UK,Boarding,0.829,0.691,70.9,0.687,False,False,0,True,0.839,True,Medium
STU006388,18,Foundation,UK,Day,1.0,0.784,83.9,0.725,False,False,0,True,0.702,False,Low
STU006389,17,A-Level,International,Boarding,0.881,0.698,79.3,0.773,False,False,1,True,0.841,False,Medium
STU006390,16,A-Level,UK,Day,0.893,0.61,79.6,0.716,False,False,2,True,0.669,True,Medium
STU006391,15,GCSE,International,Boarding,0.748,0.732,63.5,0.93,False,False,3,True,0.855,False,Medium
STU006392,17,A-Level,International,Day,0.806,0.771,69.6,0.689,False,False,1,True,0.78,False,Medium
STU006393,18,Foundation,UK,Homestay,0.934,0.701,82.3,0.648,False,False,2,True,0.851,False,Medium
STU006394,16,A-Level,International,Day,0.8,0.655,58.3,0.715,True,False,4,True,0.66,False,High
STU006395,17,EAP,International,Boarding,0.822,0.686,66.9,0.816,False,False,3,True,0.682,False,Medium
STU006396,17,A-Level,UK,Boarding,0.991,0.859,82.8,0.756,False,False,0,True,0.84,False,Low
STU006397,17,A-Level,UK,Day,0.851,0.835,71.8,0.533,False,False,1,True,0.873,False,Medium
STU006398,18,A-Level,EU,Day,0.809,0.869,85.7,0.9,False,False,1,True,0.85,False,Low
STU006399,16,A-Level,International,Boarding,0.903,0.727,83.9,0.605,False,False,0,True,0.692,True,Medium
STU006400,19,Foundation,EU,Boarding,0.754,0.732,54.2,0.786,True,True,3,True,0.851,False,High
STU006401,17,A-Level,EU,Day,0.843,0.924,85.1,0.877,False,False,2,True,0.903,False,Low
STU006402,19,Foundation,UK,Day,0.896,0.881,81.1,0.746,False,False,1,True,0.733,False,Low
STU006403,15,GCSE,EU,Day,0.855,0.903,74.5,0.82,False,False,1,True,0.847,False,Low
STU006404,18,Foundation,UK,Day,0.783,0.811,61.6,0.849,False,False,0,False,0.678,False,Medium
STU006405,16,GCSE,EU,Day,0.939,0.915,75.8,0.624,False,False,2,True,0.621,True,Medium
STU006406,19,Foundation,International,Homestay,0.961,0.899,77.1,0.989,False,False,0,True,0.854,False,Low
STU006407,16,A-Level,International,Day,0.882,0.927,85.5,0.787,False,False,2,True,0.985,True,Low
STU006408,16,A-Level,International,Day,0.943,0.787,71.4,0.515,False,False,2,True,0.793,False,Medium
STU006409,17,A-Level,EU,Boarding,0.832,0.658,64.5,0.711,True,False,1,True,0.81,False,High
STU006410,19,EAP,International,Homestay,0.766,0.578,73.4,0.678,False,False,2,True,0.842,False,High
STU006411,15,GCSE,EU,Day,0.963,0.876,98.5,0.817,False,False,1,True,0.909,False,Low
STU006412,17,A-Level,UK,Day,0.893,0.642,71.6,0.675,False,False,1,True,0.711,True,Medium
STU006413,18,Foundation,International,Day,0.911,0.813,83.7,0.714,False,False,1,True,0.895,False,Low
STU006414,17,A-Level,UK,Day,0.829,0.577,70.9,0.574,True,False,3,True,0.756,False,High
STU006415,15,GCSE,UK,Day,0.887,0.866,72.5,0.756,False,False,0,True,0.863,False,Low
STU006416,17,A-Level,UK,Day,0.91,0.732,68.4,0.822,False,False,1,True,0.673,False,Medium
STU006417,18,A-Level,UK,Day,0.911,0.967,83.7,0.76,False,False,1,False,0.673,True,Low
STU006418,18,EAP,International,Homestay,0.988,0.89,89.3,0.81,False,False,0,True,0.852,False,Low
STU006419,18,Foundation,UK,Day,0.931,0.705,73.5,0.81,False,False,1,True,0.858,False,Medium
STU006420,17,A-Level,International,Day,0.982,0.971,77.7,0.919,False,False,1,True,0.694,False,Low
STU006421,18,EAP,UK,Homestay,0.946,0.609,78.6,0.645,True,False,5,True,1.0,False,Medium
STU006422,17,A-Level,UK,Boarding,0.73,0.683,68.0,0.518,False,True,1,True,0.767,False,High
STU006423,14,GCSE,UK,Day,0.989,0.732,76.1,0.631,False,False,2,True,0.835,True,Medium
STU006424,17,A-Level,International,Day,0.946,0.938,75.0,0.579,False,False,2,True,0.835,False,Low
STU006425,17,A-Level,International,Homestay,0.934,0.774,68.1,0.649,False,False,0,True,0.796,False,Medium
STU006426,15,GCSE,EU,Day,0.933,0.702,68.6,0.887,False,True,2,True,0.773,True,Medium
STU006427,17,EAP,UK,Boarding,0.881,0.719,86.2,0.593,False,False,5,True,0.717,False,Medium
STU006428,18,Foundation,International,Homestay,0.869,0.658,67.6,0.699,True,False,0,True,0.852,False,High
STU006429,17,A-Level,UK,Day,0.771,0.831,74.5,0.743,True,False,2,True,0.776,False,Medium
STU006430,17,A-Level,EU,Boarding,0.801,0.771,96.5,0.712,False,False,2,True,0.946,False,Low
STU006431,18,Foundation,UK,Homestay,0.86,0.753,89.7,0.851,True,False,4,True,0.707,False,Medium
STU006432,18,EAP,UK,Boarding,0.86,0.753,74.7,0.693,True,False,1,True,0.967,False,Medium
STU006433,19,Foundation,UK,Day,0.9,0.864,93.9,0.726,False,False,1,True,0.803,False,Low
STU006434,17,A-Level,UK,Homestay,0.789,0.782,75.5,0.658,False,True,3,True,0.895,False,High
STU006435,18,Foundation,International,Boarding,0.927,0.684,92.9,0.864,False,False,1,False,0.666,False,Low
STU006436,17,A-Level,International,Boarding,0.87,1.0,89.9,1.0,False,False,3,True,0.724,False,Low
STU006437,17,A-Level,International,Boarding,0.897,0.659,80.8,0.753,False,False,1,True,0.752,True,Medium
STU006438,15,GCSE,EU,Day,0.866,0.853,83.8,0.691,False,False,0,True,0.796,False,Low
STU006439,15,GCSE,EU,Day,0.844,0.669,66.1,0.594,False,False,0,True,0.863,False,Medium
STU006440,17,A-Level,International,Day,0.886,0.854,90.3,0.957,False,False,0,True,0.88,False,Low
STU006441,17,A-Level,International,Day,0.983,0.818,75.2,0.746,False,False,0,True,0.861,True,Low
STU006442,15,GCSE,UK,Day,0.867,0.757,72.3,0.646,False,False,0,True,1.0,False,Medium
STU006443,17,Foundation,UK,Day,0.891,0.904,88.7,0.756,False,False,0,True,0.816,False,Low
STU006444,15,GCSE,International,Day,0.823,0.911,83.9,0.893,True,False,4,True,0.751,False,Low
STU006445,16,A-Level,International,Homestay,0.855,0.767,76.6,0.668,False,False,1,True,0.712,False,Medium
STU006446,18,A-Level,International,Boarding,0.986,0.927,88.9,0.791,False,False,0,True,0.735,False,Low
STU006447,19,EAP,International,Boarding,0.745,0.591,59.6,0.433,False,True,2,True,0.707,False,High
STU006448,18,A-Level,UK,Day,0.894,0.822,90.0,0.87,False,False,0,True,0.859,False,Low
STU006449,16,GCSE,UK,Day,0.841,0.817,93.9,0.674,False,False,1,True,0.88,True,Low
STU006450,17,A-Level,International,Day,0.94,0.959,98.1,0.882,False,False,0,True,0.816,True,Low
STU006451,19,Foundation,UK,Boarding,0.909,0.808,80.1,0.865,False,False,0,True,0.953,True,Low
STU006452,17,EAP,UK,Boarding,0.913,0.896,83.4,0.776,True,False,0,True,0.767,False,Low
STU006453,16,A-Level,International,Day,0.951,0.924,79.0,0.724,False,False,0,False,0.811,False,Low
STU006454,17,A-Level,UK,Boarding,0.906,0.672,85.1,0.765,False,False,0,True,0.537,False,Medium
STU006455,16,EAP,International,Boarding,0.952,0.728,77.8,0.668,False,False,0,True,0.808,False,Medium
STU006456,16,GCSE,International,Boarding,0.959,0.796,87.6,0.788,False,False,0,False,0.757,True,Low
STU006457,17,A-Level,UK,Day,0.836,0.764,80.4,0.793,False,False,0,True,1.0,True,Medium
STU006458,17,A-Level,UK,Boarding,0.885,0.641,53.3,0.712,True,False,1,True,0.874,True,High
STU006459,14,GCSE,UK,Boarding,0.921,0.801,80.4,0.749,False,False,1,True,0.656,False,Medium
STU006460,17,A-Level,International,Day,0.934,0.816,82.3,0.698,False,False,0,True,0.919,True,Low
STU006461,16,A-Level,EU,Day,0.871,0.919,85.4,0.723,False,False,1,True,0.904,False,Low
STU006462,18,A-Level,UK,Day,0.84,0.803,69.5,0.596,False,False,0,True,0.92,False,Medium
STU006463,17,EAP,International,Day,0.828,0.945,72.6,0.707,False,False,0,True,0.944,True,Low
STU006464,17,A-Level,UK,Day,0.661,0.652,73.7,0.895,False,False,0,True,0.788,True,Medium
STU006465,18,Foundation,UK,Day,0.85,0.802,80.0,0.773,False,False,0,True,0.839,False,Low
STU006466,14,GCSE,UK,Day,1.0,0.874,83.3,0.838,False,False,1,True,0.682,False,Low
STU006467,17,A-Level,UK,Day,0.958,0.832,79.1,0.778,False,False,0,True,0.888,True,Low
